DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
03-Jun-2025,EQ,"2,272.60","2,287.30","2,246.70","2,266.70","2,258.00","2,255.70","2,259.11","3,394.90","2,124.75",792587,"1,79,05,40,599.80",55680
02-Jun-2025,EQ,"2,259.10","2,272.30","2,257.90","2,259.10","2,268.50","2,266.70","2,265.52","3,394.90","2,124.75",702789,"1,59,21,80,294.90",41035
30-May-2025,EQ,"2,296.50","2,304.00","2,255.00","2,294.30","2,261.00","2,259.10","2,263.70","3,394.90","2,124.75",3610474,"8,17,30,46,111.50",82010
29-May-2025,EQ,"2,303.20","2,309.00","2,286.50","2,303.20","2,295.00","2,294.30","2,293.62","3,394.90","2,124.75",1414643,"3,24,46,58,118.70",58620
28-May-2025,EQ,"2,327.60","2,333.00","2,300.30","2,327.60","2,305.00","2,303.20","2,308.17","3,394.90","2,124.75",774808,"1,78,83,86,495.70",63744
27-May-2025,EQ,"2,313.10","2,351.60","2,301.10","2,327.20","2,327.50","2,327.60","2,332.79","3,394.90","2,124.75",2485428,"5,79,79,81,367.60",98440
26-May-2025,EQ,"2,316.00","2,338.00","2,302.80","2,315.50","2,325.60","2,327.20","2,318.72","3,394.90","2,124.75",1258062,"2,91,70,99,101.90",68731
23-May-2025,EQ,"2,301.80","2,329.00","2,295.00","2,299.20","2,315.00","2,315.50","2,316.37","3,394.90","2,124.75",458035,"1,06,09,77,681.90",33970
22-May-2025,EQ,"2,309.20","2,310.00","2,283.10","2,312.40","2,297.60","2,299.20","2,297.00","3,394.90","2,124.75",916504,"2,10,52,08,273.10",62407
21-May-2025,EQ,"2,296.00","2,316.20","2,290.00","2,295.60","2,308.30","2,312.40","2,307.71","3,394.90","2,124.75",469330,"1,08,30,76,347.70",41864
20-May-2025,EQ,"2,347.50","2,347.70","2,291.40","2,331.40","2,298.70","2,295.60","2,306.25","3,394.90","2,124.75",1095846,"2,52,72,89,936.00",61266
19-May-2025,EQ,"2,353.60","2,378.90","2,326.60","2,353.60","2,331.00","2,331.40","2,347.23","3,394.90","2,124.75",552961,"1,29,79,28,267.50",50106
16-May-2025,EQ,"2,333.90","2,355.00","2,315.00","2,329.90","2,353.00","2,353.60","2,340.13","3,394.90","2,124.75",785113,"1,83,72,68,694.20",54809
15-May-2025,EQ,"2,285.00","2,335.50","2,268.00","2,282.30","2,331.40","2,329.90","2,306.60","3,394.90","2,124.75",1675016,"3,86,35,90,864.00",113120
14-May-2025,EQ,"2,319.00","2,319.00","2,277.10","2,324.60","2,286.00","2,282.30","2,288.00","3,394.90","2,124.75",1549845,"3,54,60,48,010.40",116059
13-May-2025,EQ,"2,354.00","2,358.00","2,315.10","2,356.40","2,322.60","2,324.60","2,328.80","3,394.90","2,124.75",1220489,"2,84,22,70,299.00",81010
12-May-2025,EQ,"2,330.00","2,378.50","2,321.00","2,299.60","2,339.30","2,356.40","2,358.02","3,394.90","2,124.75",940135,"2,21,68,52,600.70",47346
09-May-2025,EQ,"2,246.60","2,331.80","2,245.00","2,302.60","2,307.90","2,299.60","2,300.34","3,394.90","2,124.75",1503010,"3,45,74,41,372.60",92881
08-May-2025,EQ,"2,322.00","2,349.10","2,293.50","2,334.10","2,300.00","2,302.60","2,318.80","3,394.90","2,124.75",2292261,"5,31,52,92,783.00",135625
07-May-2025,EQ,"2,388.00","2,405.70","2,318.50","2,418.00","2,322.00","2,334.10","2,361.98","3,394.90","2,124.75",1711760,"4,04,31,39,077.00",109336
06-May-2025,EQ,"2,442.00","2,449.90","2,391.10","2,436.90","2,414.40","2,418.00","2,413.16","3,394.90","2,124.75",702819,"1,69,60,15,229.20",43489
05-May-2025,EQ,"2,423.10","2,475.00","2,423.10","2,409.80","2,441.00","2,436.90","2,454.15","3,394.90","2,124.75",1229593,"3,01,76,08,685.60",70327
02-May-2025,EQ,"2,425.00","2,444.90","2,398.00","2,425.70","2,406.00","2,409.80","2,421.26","3,394.90","2,124.75",928084,"2,24,71,36,438.60",58084
30-Apr-2025,EQ,"2,450.00","2,462.20","2,401.50","2,451.10","2,416.50","2,425.70","2,432.24","3,394.90","2,124.75",1479678,"3,59,89,36,957.00",77845
29-Apr-2025,EQ,"2,460.00","2,472.00","2,441.60","2,452.20","2,456.10","2,451.10","2,456.45","3,394.90","2,124.75",1235066,"3,03,38,72,117.50",63588
28-Apr-2025,EQ,"2,419.90","2,459.80","2,405.00","2,431.60","2,446.20","2,452.20","2,440.86","3,394.90","2,124.75",554922,"1,35,44,85,970.80",52292
25-Apr-2025,EQ,"2,464.30","2,468.70","2,413.70","2,464.40","2,425.70","2,431.60","2,432.80","3,394.90","2,124.75",702217,"1,70,83,55,787.60",60107
24-Apr-2025,EQ,"2,450.00","2,491.00","2,435.90","2,453.10","2,466.40","2,464.40","2,465.69","3,394.90","2,124.75",1203452,"2,96,73,36,184.40",77050
23-Apr-2025,EQ,"2,437.00","2,456.60","2,425.60","2,432.00","2,447.50","2,453.10","2,443.84","3,394.90","2,124.75",744696,"1,81,99,20,596.40",53899
22-Apr-2025,EQ,"2,445.00","2,450.00","2,413.50","2,445.00","2,428.00","2,432.00","2,434.93","3,394.90","2,124.75",543658,"1,32,37,69,901.60",52528
21-Apr-2025,EQ,"2,465.90","2,470.90","2,441.00","2,467.90","2,444.80","2,445.00","2,455.74","3,394.90","2,124.75",541913,"1,33,07,97,649.80",43480
17-Apr-2025,EQ,"2,459.90","2,476.40","2,431.00","2,459.90","2,465.00","2,467.90","2,462.16","3,394.90","2,124.75",885842,"2,18,10,85,537.10",76147
16-Apr-2025,EQ,"2,405.10","2,468.50","2,403.70","2,415.70","2,456.00","2,459.90","2,451.03","3,394.90","2,124.75",1166700,"2,85,96,11,268.60",63155
15-Apr-2025,EQ,"2,414.90","2,425.00","2,385.00","2,393.60","2,419.00","2,415.70","2,409.09","3,394.90","2,124.75",1141279,"2,74,94,44,084.70",60826
11-Apr-2025,EQ,"2,439.50","2,448.00","2,380.25","2,411.15","2,393.00","2,393.60","2,396.76","3,394.90","2,124.75",968152,"2,32,04,26,188.00",67208
09-Apr-2025,EQ,"2,400.00","2,429.45","2,390.90","2,394.20","2,409.15","2,411.15","2,415.28","3,394.90","2,124.75",1186947,"2,86,68,11,898.20",81370
08-Apr-2025,EQ,"2,356.00","2,420.00","2,356.00","2,341.35","2,394.20","2,394.20","2,395.31","3,394.90","2,124.75",1876867,"4,49,56,81,154.35",115340
07-Apr-2025,EQ,"2,190.00","2,354.00","2,190.00","2,356.05","2,344.00","2,341.35","2,329.16","3,394.90","2,124.75",1745827,"4,06,63,09,645.10",139328
04-Apr-2025,EQ,"2,349.40","2,363.95","2,302.80","2,349.40","2,352.50","2,356.05","2,337.20","3,394.90","2,124.75",1163188,"2,71,85,99,396.85",59655
03-Apr-2025,EQ,"2,295.00","2,354.90","2,289.80","2,306.65","2,347.70","2,349.40","2,339.57","3,394.90","2,124.75",608846,"1,42,44,39,299.45",46641
02-Apr-2025,EQ,"2,328.00","2,328.40","2,292.15","2,316.00","2,308.95","2,306.65","2,303.78","3,394.90","2,124.75",792695,"1,82,61,96,169.70",37627
01-Apr-2025,EQ,"2,342.00","2,361.70","2,305.75","2,340.65","2,316.70","2,316.00","2,326.81","3,394.90","2,124.75",970583,"2,25,83,65,027.60",60637
28-Mar-2025,EQ,"2,343.95","2,364.00","2,325.00","2,338.10","2,326.25","2,340.65","2,343.47","3,394.90","2,124.75",1281871,"3,00,40,27,398.60",67780
27-Mar-2025,EQ,"2,315.00","2,350.10","2,290.50","2,323.15","2,340.00","2,338.10","2,330.53","3,394.90","2,124.75",1497869,"3,49,08,26,200.35",80747
